chrom,start,end,name,score,strand,feature,relative_pos
chr21,2575472375,2575472376,PSI_1430,916,-,3UTR,0.9738098152000979
chr8,1163307518,1163307519,PSI_1431,539,-,5UTR,0.16353050768514205
chr6,2375381185,2375381186,PSI_1432,983,+,3UTR,0.9348647542274144
chr22,1659779904,1659779905,PSI_1433,984,-,5UTR,0.19402599499475257
chr2,1900069355,1900069356,PSI_1434,143,+,CDS,0.659326799818054
chr19,1921885801,1921885802,PSI_1435,105,-,5UTR,0.1425480119015418
chr3,347133925,347133926,PSI_1436,346,+,CDS,0.4357948010121923
chr7,1927791433,1927791434,PSI_1437,191,+,CDS,0.3053676733801835
chr6,1764224878,1764224879,PSI_1438,519,-,3UTR,0.8033776192186071
chr20,2040648499,2040648500,PSI_1439,241,-,CDS,0.319674418040443
chr11,319874326,319874327,PSI_1440,731,-,3UTR,0.9962418300653595
chr6,1842110052,1842110053,PSI_1441,238,+,CDS,0.34758908172672254
chr7,634495215,634495216,PSI_1442,792,-,3UTR,0.8264530704456767
chr18,2309677480,2309677481,PSI_1443,542,+,CDS,0.6502788720308904
chr2,1001388344,1001388345,PSI_1444,912,+,CDS,0.6232635011390539
chr19,1486285802,1486285803,PSI_1445,773,+,3UTR,0.9857746641011725
chr6,789070291,789070292,PSI_1446,375,-,CDS,0.6169562357311458
chr9,1853823385,1853823386,PSI_1447,221,+,CDS,0.7245134034099482
chr22,645832766,645832767,PSI_1448,818,-,CDS,0.25874676793794443
chr1,2390902109,2390902110,PSI_1449,840,-,3UTR,0.88130149420472
chr10,2370976009,2370976010,PSI_1450,755,+,3UTR,0.9866260614556646
chr3,1704223929,1704223930,PSI_1451,724,-,CDS,0.7215460373501812
chr8,1460823051,1460823052,PSI_1452,134,+,CDS,0.3898743773012779
chr3,657665007,657665008,PSI_1453,103,+,3UTR,0.9673929961089495
chr18,634321449,634321450,PSI_1454,674,+,3UTR,0.9954072845569943
chr5,2628362652,2628362653,PSI_1455,406,+,CDS,0.693542003364227
chr11,960327368,960327369,PSI_1456,902,+,CDS,0.39972554401097826
chr7,1269227618,1269227619,PSI_1457,952,-,3UTR,0.8608620776984247
chr20,991230673,991230674,PSI_1458,544,+,CDS,0.253422483886147
chr22,2500589793,2500589794,PSI_1459,902,-,3UTR,0.8284395639372961
chr6,411498618,411498619,PSI_1460,713,-,CDS,0.35666967780788916
chr21,426078448,426078449,PSI_1461,625,+,CDS,0.20035318390040913
chr4,624475479,624475480,PSI_1462,849,+,5UTR,0.07139663651683462
chr19,1531202432,1531202433,PSI_1463,711,+,3UTR,0.8487393269713712
chr21,1869236987,1869236988,PSI_1464,925,+,CDS,0.516997718215371
chr8,2742225113,2742225114,PSI_1465,756,+,CDS,0.7235508918360386
chr8,324148332,324148333,PSI_1466,136,-,5UTR,0.04909405573411507
chr10,608841552,608841553,PSI_1467,407,+,5UTR,0.02275477839913196
chr14,1132308212,1132308213,PSI_1468,403,+,5UTR,0.025611808882558592
chr7,1835458606,1835458607,PSI_1469,612,-,CDS,0.2866784003356917
chr8,251243547,251243548,PSI_1470,853,-,5UTR,0.01736732259988074
chr1,901188579,901188580,PSI_1471,622,-,CDS,0.32140235487564967
chr19,1129497377,1129497378,PSI_1472,773,-,CDS,0.48914933837429114
chr12,2394262521,2394262522,PSI_1473,482,+,CDS,0.6544986606439414
chr14,2649237422,2649237423,PSI_1474,986,-,CDS,0.23791414684821727
chr9,1978347796,1978347797,PSI_1475,689,+,3UTR,0.8814577754555548
chr5,2924832384,2924832385,PSI_1476,345,+,5UTR,0.1714049130554789
chr1,2769160428,2769160429,PSI_1477,738,+,CDS,0.6175911131400745
chr6,1842119595,1842119596,PSI_1478,581,+,CDS,0.7300893823399736
chr12,140704239,140704240,PSI_1479,841,+,3UTR,0.8070623591284748
chr13,892547953,892547954,PSI_1480,796,-,5UTR,0.0650988249137369
chr9,1766542751,1766542752,PSI_1481,274,+,3UTR,0.8086944384131022
chr8,320555928,320555929,PSI_1482,161,-,CDS,0.59549057963554
chr7,1390660900,1390660901,PSI_1483,442,+,CDS,0.5334503081837405
chr17,2647872073,2647872074,PSI_1484,255,+,5UTR,0.1130641636976201
chr22,2302083232,2302083233,PSI_1485,780,+,CDS,0.6782846216880634
chr17,879998636,879998637,PSI_1486,655,-,3UTR,0.9068326036696345
chr18,2831128047,2831128048,PSI_1487,980,-,3UTR,0.9189645832795935
chr22,1941148628,1941148629,PSI_1488,287,+,3UTR,0.9280239881448551
chr17,2863757706,2863757707,PSI_1489,236,-,3UTR,0.95922468681329
chr21,2563562057,2563562058,PSI_1490,941,-,CDS,0.46050201764585186
chr17,397939369,397939370,PSI_1491,800,+,3UTR,0.8696768599726549
chr19,80636811,80636812,PSI_1492,534,+,CDS,0.6429575393063772
chr3,336538904,336538905,PSI_1493,113,+,CDS,0.2567613033463599
chr3,1967680325,1967680326,PSI_1494,792,+,5UTR,0.12801107356007765
chr22,34987971,34987972,PSI_1495,958,-,5UTR,0.18044106791338582
chr7,575502654,575502655,PSI_1496,801,+,5UTR,0.14019314985064238
chr19,263441382,263441383,PSI_1497,918,-,3UTR,0.8688870151770658
chr18,1450231361,1450231362,PSI_1498,380,+,CDS,0.6385420694989227
chr21,1521048349,1521048350,PSI_1499,429,-,3UTR,0.8993964366548662
chr21,1314473067,1314473068,PSI_1500,415,+,CDS,0.7639714268563539
chr11,2796889508,2796889509,PSI_1501,801,-,CDS,0.6945898778359512
chr3,262133388,262133389,PSI_1502,833,+,3UTR,0.9134657180114846
chr1,1075426340,1075426341,PSI_1503,138,+,3UTR,0.8217065506405608
chr22,228508603,228508604,PSI_1504,901,-,CDS,0.7362842258709729
chr4,2703060830,2703060831,PSI_1505,567,+,CDS,0.5738233975795607
chr20,1490084608,1490084609,PSI_1506,128,-,3UTR,0.8344293215068563
chr15,2516905950,2516905951,PSI_1507,820,+,CDS,0.7532322464112559
chr7,368427317,368427318,PSI_1508,420,-,CDS,0.5250197113885986
chr11,1197988490,1197988491,PSI_1509,815,-,5UTR,0.13048780487804879
chr14,1571688183,1571688184,PSI_1510,406,+,CDS,0.3737745378093649
chr19,559101451,559101452,PSI_1511,425,+,CDS,0.3206205559146736
chr3,403281383,403281384,PSI_1512,452,-,3UTR,0.9830761572921851
chr7,1496089941,1496089942,PSI_1513,797,-,CDS,0.49411953727506425
chr11,2134232362,2134232363,PSI_1514,264,-,3UTR,0.839586083549802
chr19,2001244641,2001244642,PSI_1515,444,+,5UTR,0.17125677543944348
chr5,113781019,113781020,PSI_1516,472,+,3UTR,0.9079438908122783
chr10,1570153334,1570153335,PSI_1517,554,+,5UTR,0.03957425823950029
chr4,1521427046,1521427047,PSI_1518,783,+,CDS,0.6339610354371303
chr18,502524172,502524173,PSI_1519,402,+,5UTR,0.024587268853467625
chr14,1848562214,1848562215,PSI_1520,573,+,CDS,0.33004476275738587
chr19,2860560726,2860560727,PSI_1521,988,-,CDS,0.40382524463773845
chr10,1412372839,1412372840,PSI_1522,684,-,5UTR,0.09421776282629846
chr1,2902431412,2902431413,PSI_1523,641,-,3UTR,0.8275882776843623
chr3,1699846759,1699846760,PSI_1524,961,-,3UTR,0.8573475768629495
chr14,1931323164,1931323165,PSI_1525,523,+,5UTR,0.13921192277294794
chr4,2925102472,2925102473,PSI_1526,314,+,3UTR,0.86912922780579
chr3,2697068427,2697068428,PSI_1527,657,-,3UTR,0.9852951665438292
chr16,543652006,543652007,PSI_1528,671,-,5UTR,0.1643211778804999
chr10,1872925627,1872925628,PSI_1529,886,-,3UTR,0.927723555790029
chr1,681449615,681449616,PSI_1530,593,+,5UTR,0.05177993527508091
chr21,408249221,408249222,PSI_1531,430,-,CDS,0.5411452408039439
chr16,111976993,111976994,PSI_1532,598,+,CDS,0.3377219315550219
chr15,1122847138,1122847139,PSI_1533,624,-,3UTR,0.9227005870841487
chr4,801317772,801317773,PSI_1534,612,+,CDS,0.4033993276055286
chr6,2825291916,2825291917,PSI_1535,136,-,CDS,0.7955881853098127
chr15,2135197327,2135197328,PSI_1536,688,+,3UTR,0.9997676138164149
chr3,649830556,649830557,PSI_1537,881,+,CDS,0.44218636060999966
chr3,463025431,463025432,PSI_1538,233,-,5UTR,0.024681367590532067
chr18,1995633518,1995633519,PSI_1539,848,+,3UTR,0.9762468509082644
chr2,2409425327,2409425328,PSI_1540,364,+,CDS,0.5160630193052097
chr19,175821478,175821479,PSI_1541,365,-,CDS,0.705903745908595
chr5,2355518013,2355518014,PSI_1542,408,-,3UTR,0.8876169710184428
chr22,1356306790,1356306791,PSI_1543,683,-,CDS,0.6231296602111795
chr5,820128070,820128071,PSI_1544,746,-,CDS,0.4840897235263432
chr22,1571467866,1571467867,PSI_1545,647,-,3UTR,0.993567811687423
chr9,2747190523,2747190524,PSI_1546,765,+,CDS,0.5256439610761305
chr15,1280323522,1280323523,PSI_1547,866,+,CDS,0.44977906186267846
chr10,1936704313,1936704314,PSI_1548,971,-,CDS,0.21570060668079818
chr17,2765974185,2765974186,PSI_1549,115,+,CDS,0.5492509882287732
chr18,256812199,256812200,PSI_1550,765,+,3UTR,0.9455814441645676
chr11,2842932940,2842932941,PSI_1551,859,+,CDS,0.4754735308402137
chr16,2515536269,2515536270,PSI_1552,700,-,CDS,0.5582681961222211
chr15,128302194,128302195,PSI_1553,279,+,CDS,0.3122260224480948
chr8,20764247,20764248,PSI_1554,759,-,3UTR,0.8151969981238274
chr15,2516334503,2516334504,PSI_1555,489,+,CDS,0.21509524957800819
chr13,2673824997,2673824998,PSI_1556,698,-,5UTR,0.0535157187425006
chr1,2069851804,2069851805,PSI_1557,132,-,CDS,0.39907312049433574
chr13,779672102,779672103,PSI_1558,534,-,3UTR,0.9507042253521126
chr11,178257444,178257445,PSI_1559,309,+,CDS,0.3745184762448281
chr5,2988384468,2988384469,PSI_1560,900,-,CDS,0.42747446283902785
chr1,2389404305,2389404306,PSI_1561,333,+,3UTR,0.9936111279594023
chr17,1906704746,1906704747,PSI_1562,341,+,CDS,0.2586886506753834
chr21,1736623104,1736623105,PSI_1563,824,+,CDS,0.5895394395229179
chr20,1837078515,1837078516,PSI_1564,884,+,CDS,0.6811656772800864
chr5,1242054638,1242054639,PSI_1565,411,+,3UTR,0.99711422425101
chr7,1743009522,1743009523,PSI_1566,977,-,5UTR,0.06226971260132646
chr9,2771615070,2771615071,PSI_1567,426,-,CDS,0.42200802082600436
chr10,727159807,727159808,PSI_1568,982,+,CDS,0.7677799283449327
chr17,2219683032,2219683033,PSI_1569,481,-,CDS,0.2336175840211592
chr8,1909655293,1909655294,PSI_1570,546,+,5UTR,0.14297746894082966
chr1,2573213882,2573213883,PSI_1571,389,+,CDS,0.39358867074348247
chr20,499925582,499925583,PSI_1572,736,+,3UTR,0.9424291155311045
chr5,1619040914,1619040915,PSI_1573,234,-,3UTR,0.8718486826071651
chr6,185847246,185847247,PSI_1574,945,+,CDS,0.5710070209951498
chr13,246222401,246222402,PSI_1575,950,+,5UTR,0.10408256880733945
chr20,1161814741,1161814742,PSI_1576,649,+,3UTR,0.8780487804878049
chr2,1415460476,1415460477,PSI_1577,470,-,3UTR,0.9407925235031245
chr12,2923617492,2923617493,PSI_1578,358,+,CDS,0.6913225571977433
chr7,1221443902,1221443903,PSI_1579,120,+,3UTR,0.8692610892133459
chr18,378673490,378673491,PSI_1580,459,+,CDS,0.6169145807325279
chr20,497823174,497823175,PSI_1581,988,+,3UTR,0.970455735987428
chr7,2066768846,2066768847,PSI_1582,420,+,5UTR,0.16262817053426876
chr11,1754134907,1754134908,PSI_1583,251,+,CDS,0.6894817248933471
chr4,1777656083,1777656084,PSI_1584,189,+,3UTR,0.8889872478886044
chr2,737151839,737151840,PSI_1585,272,+,CDS,0.29109529595556327
chr4,2047363160,2047363161,PSI_1586,255,+,CDS,0.21371045929909382
chr7,1174457367,1174457368,PSI_1587,654,-,3UTR,0.8350071921935542
chr19,2112040817,2112040818,PSI_1588,310,-,CDS,0.7796474358974359
chr13,2922097662,2922097663,PSI_1589,134,+,CDS,0.780722119926347
chr18,631491588,631491589,PSI_1590,722,+,3UTR,0.9822418432768264
chr14,1157171413,1157171414,PSI_1591,489,-,CDS,0.3096757044125465
chr4,527228870,527228871,PSI_1592,468,-,CDS,0.7087164061989145
chr9,182964494,182964495,PSI_1593,714,+,CDS,0.2880336578656382
chr9,1884864848,1884864849,PSI_1594,264,+,3UTR,0.9670751238407389
chr1,2723471924,2723471925,PSI_1595,186,-,CDS,0.5674405594405595
chr9,432031994,432031995,PSI_1596,706,-,CDS,0.7455883429742989
chr9,326212634,326212635,PSI_1597,132,-,5UTR,0.11374943464495703
chr3,1201363323,1201363324,PSI_1598,931,-,CDS,0.3535527722312983
chr15,358748629,358748630,PSI_1599,624,+,CDS,0.5097383390216155
chr18,659458247,659458248,PSI_1600,401,+,5UTR,0.050633074768646986
chr8,2325866493,2325866494,PSI_1601,553,+,5UTR,0.12292051756007394
chr20,20972037,20972038,PSI_1602,651,-,CDS,0.784769316286826
chr16,752657309,752657310,PSI_1603,870,+,3UTR,0.8020860819221755
chr3,1260614575,1260614576,PSI_1604,176,+,3UTR,0.9094388506153211
chr20,977630040,977630041,PSI_1605,517,+,3UTR,0.9226069246435845
chr21,320610747,320610748,PSI_1606,384,-,CDS,0.41936356957816184
chr5,2393192979,2393192980,PSI_1607,399,+,3UTR,0.8641321814091536
chr12,2683206185,2683206186,PSI_1608,766,-,3UTR,0.9012173471975653
chr9,2812358971,2812358972,PSI_1609,924,-,CDS,0.2411814345991561
chr14,310440074,310440075,PSI_1610,485,+,3UTR,0.9019034880131701
chr13,2588036942,2588036943,PSI_1611,289,+,CDS,0.6497176309964626
chr22,1442026434,1442026435,PSI_1612,276,+,5UTR,0.049682763215675586
chr4,2201737965,2201737966,PSI_1613,563,-,CDS,0.35841352405721716
chr9,377422065,377422066,PSI_1614,609,-,CDS,0.2752758723531166
chr4,657492282,657492283,PSI_1615,227,+,CDS,0.7363325246924276
chr7,45505368,45505369,PSI_1616,756,-,CDS,0.29333470903838216
chr4,506345137,506345138,PSI_1617,671,+,CDS,0.6958376021538681
chr9,1602229371,1602229372,PSI_1618,545,+,CDS,0.263095351269132
chr17,1290704754,1290704755,PSI_1619,900,+,CDS,0.7826698947131355
chr12,1442959957,1442959958,PSI_1620,655,+,CDS,0.47792904290429045
chr12,383490875,383490876,PSI_1621,520,+,3UTR,0.8289767457836705
chr22,1571601368,1571601369,PSI_1622,418,-,CDS,0.3677834659638096
chr21,2902774263,2902774264,PSI_1623,850,+,CDS,0.27783815828475444
chr14,1111379657,1111379658,PSI_1624,630,-,5UTR,0.03589993502274204
chr22,18208427,18208428,PSI_1625,850,-,3UTR,0.8452253749653726
chr13,438326987,438326988,PSI_1626,849,-,3UTR,0.8420925212338854
chr13,1009217285,1009217286,PSI_1627,861,-,CDS,0.3067291214440763
chr7,855891492,855891493,PSI_1628,200,+,CDS,0.6803904435604405
chr8,420111352,420111353,PSI_1629,526,-,CDS,0.2657262254847768
chr1,1247941780,1247941781,PSI_1630,983,+,CDS,0.29186551106516484
chr19,2216201327,2216201328,PSI_1631,456,-,3UTR,0.8002408809359945
chr7,2463328136,2463328137,PSI_1632,811,+,CDS,0.7918304136415107
chr14,1941567888,1941567889,PSI_1633,608,-,CDS,0.23282571912013536
chr1,2920183945,2920183946,PSI_1634,940,+,3UTR,0.9485523849198084
chr7,116676576,116676577,PSI_1635,305,-,CDS,0.31536769851054614
chr16,1372629262,1372629263,PSI_1636,568,+,CDS,0.40980284886430407
chr4,1796076297,1796076298,PSI_1637,894,-,5UTR,0.1906406016987616
chr8,2430064008,2430064009,PSI_1638,524,-,5UTR,0.17321421501999235
chr21,2033229104,2033229105,PSI_1639,357,-,5UTR,0.02446231017659589
chr8,2383749482,2383749483,PSI_1640,375,+,5UTR,0.17362360772967314
chr19,1753474181,1753474182,PSI_1641,401,-,CDS,0.6794008253935905
chr13,2864489249,2864489250,PSI_1642,387,+,5UTR,0.06840083139132078
chr2,1677231339,1677231340,PSI_1643,595,+,5UTR,0.13954622757175061
chr14,2936990668,2936990669,PSI_1644,105,-,CDS,0.6076830732292917
chr14,104976415,104976416,PSI_1645,485,+,CDS,0.6504993625159371
chr9,1516597436,1516597437,PSI_1646,715,+,5UTR,0.02639152102196954
chr21,468746692,468746693,PSI_1647,483,+,3UTR,0.9113343146592778
chr13,432482168,432482169,PSI_1648,218,+,CDS,0.27090530739236723
chr1,267815902,267815903,PSI_1649,889,+,CDS,0.5409992467988953
chr18,2505365120,2505365121,PSI_1650,668,-,5UTR,0.09145410943972095
chr15,259548639,259548640,PSI_1651,979,+,CDS,0.7502338173763229
chr3,2339365261,2339365262,PSI_1652,869,-,CDS,0.6504498138232816
chr21,2640361850,2640361851,PSI_1653,695,-,3UTR,0.8492171902910581
chr12,568475673,568475674,PSI_1654,314,-,3UTR,0.8939143718261013
chr17,2489344945,2489344946,PSI_1655,661,+,3UTR,0.8692381645273606
chr18,2062377083,2062377084,PSI_1656,515,-,3UTR,0.8803413380706151
chr9,2623441364,2623441365,PSI_1657,336,-,CDS,0.7510415018720666
chr5,26985645,26985646,PSI_1658,547,-,CDS,0.7554728546409807
chr10,2824548245,2824548246,PSI_1659,846,-,3UTR,0.8986955876600164
chr12,1805368857,1805368858,PSI_1660,501,+,CDS,0.2168621287228469
chr19,652008915,652008916,PSI_1661,995,+,CDS,0.4451646012316582
chr3,2996002872,2996002873,PSI_1662,405,-,CDS,0.4474161564941356
chr10,1173699238,1173699239,PSI_1663,416,-,5UTR,0.1758705301756224
chr13,2105781774,2105781775,PSI_1664,958,+,3UTR,0.9472608701136521
chr22,2642002638,2642002639,PSI_1665,362,-,3UTR,0.928229558558358
chr13,2195047606,2195047607,PSI_1666,718,+,CDS,0.5072744606329402
chr1,874264873,874264874,PSI_1667,512,-,5UTR,0.10897838964821127
chr4,2129978129,2129978130,PSI_1668,680,+,CDS,0.47279231783091696
chr19,2193456289,2193456290,PSI_1669,686,-,3UTR,0.9464094319399786
chr6,990216359,990216360,PSI_1670,146,-,5UTR,0.14768521327589346
chr20,1458984454,1458984455,PSI_1671,237,+,3UTR,0.910775379696243
chr7,2745328950,2745328951,PSI_1672,475,-,CDS,0.34611389177448293
chr15,1182035467,1182035468,PSI_1673,829,+,CDS,0.2927854848856074
chr2,921627056,921627057,PSI_1674,118,-,CDS,0.34202760956584216
chr17,2950103732,2950103733,PSI_1675,121,-,3UTR,0.9248894523640186
chr9,2044352711,2044352712,PSI_1676,809,-,3UTR,0.9546885862675336
chr14,933139912,933139913,PSI_1677,579,-,3UTR,0.9389246589972842
chr8,380301369,380301370,PSI_1678,747,+,5UTR,0.018202594392764025
chr12,1835647249,1835647250,PSI_1679,854,-,CDS,0.6025151115125408
chr4,682425965,682425966,PSI_1680,265,-,CDS,0.38422988750866344
chr18,2803299140,2803299141,PSI_1681,427,-,5UTR,0.008772673334463469
chr11,2674136227,2674136228,PSI_1682,221,-,CDS,0.5632107893624172
chr5,1611030376,1611030377,PSI_1683,113,-,3UTR,0.9964248843344932
chr2,2132282251,2132282252,PSI_1684,674,+,CDS,0.7151864705019796
chr13,1582224280,1582224281,PSI_1685,689,+,5UTR,0.1182548060007037
chr15,2543704327,2543704328,PSI_1686,891,-,CDS,0.345390437399313
chr6,1390050251,1390050252,PSI_1687,752,-,CDS,0.32019584505518284
chr22,1070227092,1070227093,PSI_1688,148,-,3UTR,0.87254639372489
chr17,701653351,701653352,PSI_1689,476,-,CDS,0.3171883217749728
chr15,25225553,25225554,PSI_1690,711,-,CDS,0.5743459866196255
chr2,1040561284,1040561285,PSI_1691,781,-,5UTR,0.1685942557092094
chr17,1284035435,1284035436,PSI_1692,913,+,CDS,0.22072956857243073
chr15,591809798,591809799,PSI_1693,236,+,3UTR,0.9111183460849748
chr5,1426969298,1426969299,PSI_1694,870,+,3UTR,0.9521785202268902
chr3,684442097,684442098,PSI_1695,898,+,CDS,0.29509254717711747
chr20,2567527988,2567527989,PSI_1696,857,-,3UTR,0.8003021406379158
chr6,131096481,131096482,PSI_1697,517,-,CDS,0.38885753563417985
chr4,1419817230,1419817231,PSI_1698,490,+,CDS,0.2818020329616106
chr5,725205302,725205303,PSI_1699,882,-,3UTR,0.9083614230931943
chr11,2692879447,2692879448,PSI_1700,674,-,3UTR,0.9889768566859197
chr8,138920053,138920054,PSI_1701,364,+,5UTR,0.04251412681152962
chr22,1214753709,1214753710,PSI_1702,615,+,CDS,0.55388288842875
chr17,1768627016,1768627017,PSI_1703,316,+,CDS,0.3892281053494942
chr10,2545730986,2545730987,PSI_1704,368,+,CDS,0.7270443309830619
chr4,2087304846,2087304847,PSI_1705,380,+,5UTR,0.07484658805691864
chr15,490243245,490243246,PSI_1706,679,+,3UTR,0.8557981486544546
chr1,1031969624,1031969625,PSI_1707,114,+,5UTR,0.15899634989917555
chr9,1756398254,1756398255,PSI_1708,294,+,3UTR,0.8525220292272546
chr16,1732787067,1732787068,PSI_1709,984,+,CDS,0.5232586880221465
chr11,2464078730,2464078731,PSI_1710,906,+,3UTR,0.8773352999016716
chr12,802313956,802313957,PSI_1711,312,+,5UTR,0.06150933590704926
chr9,2938662001,2938662002,PSI_1712,307,+,3UTR,0.8734616963712352
chr2,2854720547,2854720548,PSI_1713,383,-,CDS,0.7247671676220971
chr12,1280095645,1280095646,PSI_1714,918,-,3UTR,0.9936948297604036
chr18,2804732409,2804732410,PSI_1715,591,-,3UTR,0.875959235048114
chr13,956962950,956962951,PSI_1716,933,-,5UTR,0.1125470921384197
chr17,1295750352,1295750353,PSI_1717,684,+,CDS,0.27489238255661613
chr7,1886229262,1886229263,PSI_1718,255,-,5UTR,0.0020659705142439533
chr5,2312824443,2312824444,PSI_1719,762,+,CDS,0.47277144686950423
chr1,67126700,67126701,PSI_1720,384,+,5UTR,0.1426215418921744
chr15,173912039,173912040,PSI_1721,675,+,CDS,0.30013173721289876
chr19,1264933098,1264933099,PSI_1722,562,-,CDS,0.7603758188453431
chr14,944340915,944340916,PSI_1723,887,+,5UTR,0.1230814639905549
chr20,1891166681,1891166682,PSI_1724,638,-,CDS,0.36962582538517974
chr22,1298869504,1298869505,PSI_1725,901,-,3UTR,0.9004363701131
chr4,693720201,693720202,PSI_1726,661,-,CDS,0.3537702607470049
chr1,2933387526,2933387527,PSI_1727,354,-,CDS,0.41127735669521276
chr6,1822152246,1822152247,PSI_1728,114,-,3UTR,0.9540264423076923
chr13,3735807,3735808,PSI_1729,688,+,CDS,0.6904268686114036
chr11,2273607859,2273607860,PSI_1730,912,+,3UTR,0.8270706563787299
chr16,2233471164,2233471165,PSI_1731,194,-,3UTR,0.8173124827013563
chr3,2937394317,2937394318,PSI_1732,969,+,CDS,0.2424132291477376
chr10,283730269,283730270,PSI_1733,270,-,3UTR,0.8696590252359854
chr4,2100709322,2100709323,PSI_1734,440,-,5UTR,0.13115683462833894
chr11,1158763107,1158763108,PSI_1735,883,+,5UTR,0.12338042297082671
chr11,2960849373,2960849374,PSI_1736,275,+,CDS,0.28644667846765304
chr3,1821100854,1821100855,PSI_1737,655,-,3UTR,0.8744765006979991
chr15,2374048430,2374048431,PSI_1738,643,+,3UTR,0.8781372100390721
chr3,2130446805,2130446806,PSI_1739,479,-,CDS,0.2019228253760628
chr3,2803435107,2803435108,PSI_1740,525,+,3UTR,0.8064688802738081
chr8,2585697968,2585697969,PSI_1741,657,+,CDS,0.4474560661390677
chr7,432411523,432411524,PSI_1742,656,-,CDS,0.27052425646877987
chr18,1078353566,1078353567,PSI_1743,506,-,3UTR,0.92948848583656
chr16,2071761962,2071761963,PSI_1744,447,+,CDS,0.2330748822103289
chr12,1727647934,1727647935,PSI_1745,729,+,3UTR,0.8020010166828412
chr1,434607981,434607982,PSI_1746,763,-,CDS,0.429361910765567
chr20,1443739470,1443739471,PSI_1747,242,+,CDS,0.28382268278641337
chr8,2693844990,2693844991,PSI_1748,418,-,CDS,0.5034818105414816
chr6,921563022,921563023,PSI_1749,740,+,CDS,0.48702161052758663
chr18,2064498495,2064498496,PSI_1750,772,-,CDS,0.5548435065854694
chr1,2918070740,2918070741,PSI_1751,804,+,CDS,0.5915651358950328
chr22,1610328048,1610328049,PSI_1752,632,-,5UTR,0.11853338359536111
chr15,1273234876,1273234877,PSI_1753,432,-,5UTR,0.00336494340776996
chr18,1525085396,1525085397,PSI_1754,949,-,CDS,0.6784538829245357
chr11,1042496613,1042496614,PSI_1755,117,-,3UTR,0.9123853384168208
chr16,693416902,693416903,PSI_1756,253,-,CDS,0.3251696213613482
chr21,1014504993,1014504994,PSI_1757,934,-,CDS,0.7082458857415797
chr18,707283199,707283200,PSI_1758,310,-,3UTR,0.8349042581096442
chr11,2671765821,2671765822,PSI_1759,793,-,CDS,0.5827151509460538
chr17,868215114,868215115,PSI_1760,322,-,CDS,0.7981723504186237
chr17,2543294670,2543294671,PSI_1761,667,+,CDS,0.6345661710943212
chr4,1116926533,1116926534,PSI_1762,639,+,3UTR,0.8219386520040115
chr14,2044152164,2044152165,PSI_1763,963,+,3UTR,0.9183523163419846
chr18,2072404554,2072404555,PSI_1764,643,+,CDS,0.7094983991462113
chr15,1198514442,1198514443,PSI_1765,383,-,3UTR,0.8468251466044517
chr20,2154934660,2154934661,PSI_1766,145,-,3UTR,0.8815673797463055
chr10,2012452058,2012452059,PSI_1767,456,+,3UTR,0.9048508409545367
chr19,11949473,11949474,PSI_1768,991,-,CDS,0.24672862795619765
chr18,99995896,99995897,PSI_1769,719,-,CDS,0.5494324853228962
chr2,1528933132,1528933133,PSI_1770,618,+,CDS,0.6578779701671539
chr22,1611514778,1611514779,PSI_1771,680,-,3UTR,0.9478405403266232
chr7,2334411305,2334411306,PSI_1772,785,+,5UTR,0.0
chr6,437869527,437869528,PSI_1773,415,-,CDS,0.6047646876826291
chr14,2401210825,2401210826,PSI_1774,293,+,5UTR,0.11538579067990833
chr2,2125632829,2125632830,PSI_1775,849,-,CDS,0.22003623230213587
chr13,1747154034,1747154035,PSI_1776,229,+,CDS,0.6198812128790246
chr1,1260841446,1260841447,PSI_1777,871,-,CDS,0.36138399752857586
chr12,1866071380,1866071381,PSI_1778,365,-,CDS,0.4130663430420712
chr15,150137521,150137522,PSI_1779,605,+,CDS,0.34725158562367864
chr22,601713703,601713704,PSI_1780,970,-,CDS,0.48324812904813574
chr21,1760831372,1760831373,PSI_1781,637,-,CDS,0.3840906132014061
chr2,666045258,666045259,PSI_1782,696,+,CDS,0.2962962962962963
chr5,2798896997,2798896998,PSI_1783,396,+,3UTR,0.8528415458815529
chr16,459365075,459365076,PSI_1784,908,-,CDS,0.7607348505621059
chr15,884138605,884138606,PSI_1785,738,+,5UTR,0.07474804031354983
chr15,1127828552,1127828553,PSI_1786,490,-,3UTR,0.9138790211170318
chr6,610684447,610684448,PSI_1787,781,-,3UTR,0.9703382949932341
chr22,608151865,608151866,PSI_1788,101,+,CDS,0.2726959863487102
chr6,2055206074,2055206075,PSI_1789,808,+,3UTR,0.8632632272754509
chr13,2393471440,2393471441,PSI_1790,833,+,5UTR,0.02100177810581407
chr1,455318903,455318904,PSI_1791,350,+,5UTR,0.07669524551831644
chr19,2625388619,2625388620,PSI_1792,841,+,3UTR,0.9013673551118485
chr11,2186897090,2186897091,PSI_1793,589,-,5UTR,0.15262746460522889
chr3,2272158697,2272158698,PSI_1794,871,-,CDS,0.30300106146868666
chr12,61068192,61068193,PSI_1795,702,+,CDS,0.4682468600945617
chr3,1811643217,1811643218,PSI_1796,793,+,CDS,0.7944734804490902
chr3,191707745,191707746,PSI_1797,554,-,5UTR,0.1845585973546601
chr4,2724263795,2724263796,PSI_1798,482,-,CDS,0.5381791556754697
chr20,363161450,363161451,PSI_1799,163,+,3UTR,0.9424111159938896
